panel,method,row_order,row_label,row_type,col_order,col_label,col_type,value,value_label
capacity,Rule-based,0,U_FQ,upstream,2,C2,product_color,0.642693876380022,Production / capacity x 6
capacity,Rule-based,0,U_FQ,upstream,3,C3,product_color,0.7030206006687343,Production / capacity x 6
capacity,Rule-based,0,U_FQ,upstream,4,C4,product_color,0.7634614942827318,Production / capacity x 6
capacity,Rule-based,0,U_FQ,upstream,5,C5,product_color,0.8237298552240113,Production / capacity x 6
capacity,Rule-based,1,U_BX,upstream,0,C0,product_color,0.5453984351595912,Production / capacity x 6
capacity,Rule-based,1,U_BX,upstream,1,C1,product_color,0.6085468438645134,Production / capacity x 6
capacity,Rule-based,1,U_BX,upstream,2,C2,product_color,0.6711676557133139,Production / capacity x 6
capacity,Rule-based,1,U_BX,upstream,3,C3,product_color,0.734167082976843,Production / capacity x 6
capacity,Rule-based,1,U_BX,upstream,4,C4,product_color,0.7972857377003209,Production / capacity x 6
capacity,Rule-based,1,U_BX,upstream,5,C5,product_color,0.8602242158984927,Production / capacity x 6
capacity,Rule-based,2,U_TL,upstream,0,C0,product_color,0.6528253996607225,Production / capacity x 6
capacity,Rule-based,2,U_TL,upstream,1,C1,product_color,0.728412131292372,Production / capacity x 6
capacity,Rule-based,2,U_TL,upstream,2,C2,product_color,0.8033673454750277,Production / capacity x 6
capacity,Rule-based,2,U_TL,upstream,3,C3,product_color,0.8787757508359182,Production / capacity x 6
capacity,Rule-based,2,U_TL,upstream,4,C4,product_color,0.9543268678534146,Production / capacity x 6
capacity,Rule-based,2,U_TL,upstream,5,C5,product_color,1.0296623190300145,Production / capacity x 6
capacity,Rule-based,3,U_WS,upstream,0,C0,product_color,0.6244416866319954,Production / capacity x 6
capacity,Rule-based,3,U_WS,upstream,1,C1,product_color,0.696742038627486,Production / capacity x 6
capacity,Rule-based,3,U_WS,upstream,2,C2,product_color,0.768438330454374,Production / capacity x 6
capacity,Rule-based,3,U_WS,upstream,3,C3,product_color,0.840568109495226,Production / capacity x 6
capacity,Rule-based,3,U_WS,upstream,4,C4,product_color,0.9128343953380488,Production / capacity x 6
capacity,Rule-based,3,U_WS,upstream,5,C5,product_color,0.9848943921156661,Production / capacity x 6
capacity,Rule-based,4,M_TJ,midstream,0,C0,product_color,,Production / capacity x 6
capacity,Rule-based,4,M_TJ,midstream,1,C1,product_color,0.3398309441837184,Production / capacity x 6
capacity,Rule-based,4,M_TJ,midstream,2,C2,product_color,0.412268624461176,Production / capacity x 6
capacity,Rule-based,4,M_TJ,midstream,3,C3,product_color,0.4099689526810074,Production / capacity x 6
capacity,Rule-based,4,M_TJ,midstream,4,C4,product_color,0.48975632374544764,Production / capacity x 6
capacity,Rule-based,4,M_TJ,midstream,5,C5,product_color,0.48037006269180416,Production / capacity x 6
capacity,Rule-based,5,M_SH,midstream,0,C0,product_color,0.31722360130874283,Production / capacity x 6
capacity,Rule-based,5,M_SH,midstream,1,C1,product_color,0.32177229497588755,Production / capacity x 6
capacity,Rule-based,5,M_SH,midstream,2,C2,product_color,0.39036062992459136,Production / capacity x 6
capacity,Rule-based,5,M_SH,midstream,3,C3,product_color,0.3881831629250118,Production / capacity x 6
capacity,Rule-based,5,M_SH,midstream,4,C4,product_color,0.4637306253821628,Production / capacity x 6
capacity,Rule-based,5,M_SH,midstream,5,C5,product_color,0.4548431511477954,Production / capacity x 6
capacity,Rule-based,6,M_WS,midstream,0,C0,product_color,0.3012169058298612,Production / capacity x 6
capacity,Rule-based,6,M_WS,midstream,1,C1,product_color,0.3055360782569208,Production / capacity x 6
capacity,Rule-based,6,M_WS,midstream,2,C2,product_color,0.37066353391922224,Production / capacity x 6
capacity,Rule-based,6,M_WS,midstream,3,C3,product_color,0.3685959391076946,Production / capacity x 6
capacity,Rule-based,6,M_WS,midstream,4,C4,product_color,0.44033137364269614,Production / capacity x 6
capacity,Rule-based,6,M_WS,midstream,5,C5,product_color,0.4318923499430898,Production / capacity x 6
capacity,Rule-based,7,M_HB,midstream,0,C0,product_color,0.28674797148868925,Production / capacity x 6
capacity,Rule-based,7,M_HB,midstream,1,C1,product_color,0.2908596727511298,Production / capacity x 6
capacity,Rule-based,7,M_HB,midstream,2,C2,product_color,0.3528587353466832,Production / capacity x 6
capacity,Rule-based,7,M_HB,midstream,3,C3,product_color,0.3508904573164956,Production / capacity x 6
capacity,Rule-based,7,M_HB,midstream,4,C4,product_color,0.4191800849524356,Production / capacity x 6
capacity,Rule-based,7,M_HB,midstream,5,C5,product_color,0.4111464292034652,Production / capacity x 6
capacity,Rule-based,8,M_GZ,midstream,0,C0,product_color,0.2736053561287908,Production / capacity x 6
capacity,Rule-based,8,M_GZ,midstream,1,C1,product_color,0.2775286044167034,Production / capacity x 6
capacity,Rule-based,8,M_GZ,midstream,2,C2,product_color,0.33668604330996,Production / capacity x 6
capacity,Rule-based,8,M_GZ,midstream,3,C3,product_color,0.33480797802282236,Production / capacity x 6
capacity,Rule-based,8,M_GZ,midstream,4,C4,product_color,,Production / capacity x 6
capacity,Rule-based,8,M_GZ,midstream,5,C5,product_color,0.392302217864973,Production / capacity x 6
capacity,Rule-based,9,M_FQ,midstream,0,C0,product_color,0.32347431266458015,Production / capacity x 6
capacity,Rule-based,9,M_FQ,midstream,1,C1,product_color,0.3281126357635902,Production / capacity x 6
capacity,Rule-based,9,M_FQ,midstream,2,C2,product_color,0.39805246499699753,Production / capacity x 6
capacity,Rule-based,9,M_FQ,midstream,3,C3,product_color,0.39583209224373117,Production / capacity x 6
capacity,Rule-based,9,M_FQ,midstream,4,C4,product_color,0.47286817465077724,Production / capacity x 6
capacity,Rule-based,9,M_FQ,midstream,5,C5,product_color,0.4638055777713972,Production / capacity x 6
capacity,Rule-based,10,M_ZZ,midstream,0,C0,product_color,0.3068471283687372,Production / capacity x 6
capacity,Rule-based,10,M_ZZ,midstream,1,C1,product_color,0.3112470329906952,Production / capacity x 6
capacity,Rule-based,10,M_ZZ,midstream,2,C2,product_color,0.3775918242728526,Production / capacity x 6
capacity,Rule-based,10,M_ZZ,midstream,3,C3,product_color,0.37548558282933353,Production / capacity x 6
capacity,Rule-based,10,M_ZZ,midstream,4,C4,product_color,0.44856186660798,Production / capacity x 6
capacity,Rule-based,10,M_ZZ,midstream,5,C5,product_color,0.43996510414763335,Production / capacity x 6
capacity,Rule-based,11,M_SY,midstream,0,C0,product_color,0.2918457132040434,Production / capacity x 6
capacity,Rule-based,11,M_SY,midstream,1,C1,product_color,0.296030511377817,Production / capacity x 6
capacity,Rule-based,11,M_SY,midstream,2,C2,product_color,0.35913177953062436,Production / capacity x 6
capacity,Rule-based,11,M_SY,midstream,3,C3,product_color,0.357128509891011,Production / capacity x 6
capacity,Rule-based,11,M_SY,midstream,4,C4,product_color,0.4266321753515898,Production / capacity x 6
capacity,Rule-based,11,M_SY,midstream,5,C5,product_color,0.4184556990559716,Production / capacity x 6
capacity,Rule-based,12,M_SZ,midstream,0,C0,product_color,0.2782427350462278,Production / capacity x 6
capacity,Rule-based,12,M_SZ,midstream,1,C1,product_color,0.2822324790678336,Production / capacity x 6
capacity,Rule-based,12,M_SZ,midstream,2,C2,product_color,,Production / capacity x 6
capacity,Rule-based,12,M_SZ,midstream,3,C3,product_color,0.34048268951473504,Production / capacity x 6
capacity,Rule-based,12,M_SZ,midstream,4,C4,product_color,0.4067467773479142,Production / capacity x 6
capacity,Rule-based,12,M_SZ,midstream,5,C5,product_color,0.39895140799827783,Production / capacity x 6
capacity,Rule-based,13,M_CC,midstream,0,C0,product_color,0.2658513581818212,Production / capacity x 6
capacity,Rule-based,13,M_CC,midstream,1,C1,product_color,0.2696634212955822,Production / capacity x 6
capacity,Rule-based,13,M_CC,midstream,2,C2,product_color,0.3271443335805282,Production / capacity x 6
capacity,Rule-based,13,M_CC,midstream,3,C3,product_color,0.325319492815698,Production / capacity x 6
capacity,Rule-based,13,M_CC,midstream,4,C4,product_color,0.3886325483971974,Production / capacity x 6
capacity,Rule-based,13,M_CC,midstream,5,C5,product_color,0.3811843412453184,Production / capacity x 6
capacity,Rule-based,14,M_CQ,midstream,0,C0,product_color,0.31269183557576097,Production / capacity x 6
capacity,Rule-based,14,M_CQ,midstream,1,C1,product_color,0.31717554790480385,Production / capacity x 6
capacity,Rule-based,14,M_CQ,midstream,2,C2,product_color,0.38478404949709744,Production / capacity x 6
capacity,Rule-based,14,M_CQ,midstream,3,C3,product_color,0.3826376891689404,Production / capacity x 6
capacity,Rule-based,14,M_CQ,midstream,4,C4,product_color,0.4571059021624176,Production / capacity x 6
capacity,Rule-based,14,M_CQ,midstream,5,C5,product_color,0.4483453918456836,Production / capacity x 6
capacity,Rule-based,15,D_OEM1,downstream,0,C0,product_color,0.4804987760236572,Production / capacity x 6
capacity,Rule-based,15,D_OEM1,downstream,1,C1,product_color,0.542722910530041,Production / capacity x 6
capacity,Rule-based,15,D_OEM1,downstream,2,C2,product_color,0.6027492561793584,Production / capacity x 6
capacity,Rule-based,15,D_OEM1,downstream,3,C3,product_color,0.6601255676432112,Production / capacity x 6
capacity,Rule-based,15,D_OEM1,downstream,4,C4,product_color,0.7223860506051546,Production / capacity x 6
capacity,Rule-based,15,D_OEM1,downstream,5,C5,product_color,,Production / capacity x 6
capacity,Rule-based,16,D_OEM2,downstream,0,C0,product_color,0.4734922685640366,Production / capacity x 6
capacity,Rule-based,16,D_OEM2,downstream,1,C1,product_color,0.5317099733240184,Production / capacity x 6
capacity,Rule-based,16,D_OEM2,downstream,2,C2,product_color,0.5863876323012996,Production / capacity x 6
capacity,Rule-based,16,D_OEM2,downstream,3,C3,product_color,0.645898357392582,Production / capacity x 6
capacity,Rule-based,16,D_OEM2,downstream,4,C4,product_color,0.7010117609584368,Production / capacity x 6
capacity,Rule-based,16,D_OEM2,downstream,5,C5,product_color,0.8016478535618339,Production / capacity x 6
capacity,Rule-based,17,D_OEM3,downstream,0,C0,product_color,0.4609960992229818,Production / capacity x 6
capacity,Rule-based,17,D_OEM3,downstream,1,C1,product_color,0.5156326768096254,Production / capacity x 6
capacity,Rule-based,17,D_OEM3,downstream,2,C2,product_color,0.5676494868350963,Production / capacity x 6
capacity,Rule-based,17,D_OEM3,downstream,3,C3,product_color,0.6196995879373074,Production / capacity x 6
capacity,Rule-based,17,D_OEM3,downstream,4,C4,product_color,0.6746861257169537,Production / capacity x 6
capacity,Rule-based,17,D_OEM3,downstream,5,C5,product_color,0.7968438566091636,Production / capacity x 6
capacity,Rule-based,18,D_OEM4,downstream,0,C0,product_color,0.4415690653425054,Production / capacity x 6
capacity,Rule-based,18,D_OEM4,downstream,1,C1,product_color,0.4928819154299082,Production / capacity x 6
capacity,Rule-based,18,D_OEM4,downstream,2,C2,product_color,0.5428526509575174,Production / capacity x 6
capacity,Rule-based,18,D_OEM4,downstream,3,C3,product_color,0.59402392574655,Production / capacity x 6
capacity,Rule-based,18,D_OEM4,downstream,4,C4,product_color,0.6450817662485537,Production / capacity x 6
capacity,Rule-based,18,D_OEM4,downstream,5,C5,product_color,0.7907946822733434,Production / capacity x 6
capacity,Rule-based,19,D_RS1,downstream,0,C0,product_color,0.5014728388805683,Production / capacity x 6
capacity,Rule-based,19,D_RS1,downstream,1,C1,product_color,0.5552609254393895,Production / capacity x 6
capacity,Rule-based,19,D_RS1,downstream,2,C2,product_color,0.608368038120855,Production / capacity x 6
capacity,Rule-based,19,D_RS1,downstream,3,C3,product_color,0.6638386251640218,Production / capacity x 6
capacity,Rule-based,19,D_RS1,downstream,4,C4,product_color,0.7162747596827646,Production / capacity x 6
capacity,Rule-based,19,D_RS1,downstream,5,C5,product_color,0.7839553676123988,Production / capacity x 6
capacity,Rule-based,20,D_RS2,downstream,0,C0,product_color,0.36542961584365863,Production / capacity x 6
capacity,Rule-based,20,D_RS2,downstream,1,C1,product_color,0.41443333629981605,Production / capacity x 6
capacity,Rule-based,20,D_RS2,downstream,2,C2,product_color,0.4629671749872678,Production / capacity x 6
capacity,Rule-based,20,D_RS2,downstream,3,C3,product_color,0.5115989585520414,Production / capacity x 6
capacity,Rule-based,20,D_RS2,downstream,4,C4,product_color,0.5602972836307878,Production / capacity x 6
capacity,Rule-based,20,D_RS2,downstream,5,C5,product_color,,Production / capacity x 6
capacity,Rule-based,21,D_RS3,downstream,0,C0,product_color,0.3761710549132248,Production / capacity x 6
capacity,Rule-based,21,D_RS3,downstream,1,C1,product_color,0.42311219863924676,Production / capacity x 6
capacity,Rule-based,21,D_RS3,downstream,2,C2,product_color,0.46840381525612496,Production / capacity x 6
capacity,Rule-based,21,D_RS3,downstream,3,C3,product_color,0.514602025762845,Production / capacity x 6
capacity,Rule-based,21,D_RS3,downstream,4,C4,product_color,0.5613493775424024,Production / capacity x 6
capacity,Rule-based,21,D_RS3,downstream,5,C5,product_color,0.607656607683567,Production / capacity x 6
capacity,Rule-based,22,D_IC1,downstream,0,C0,product_color,0.38653722657667383,Production / capacity x 6
capacity,Rule-based,22,D_IC1,downstream,1,C1,product_color,0.43006262946551155,Production / capacity x 6
capacity,Rule-based,22,D_IC1,downstream,2,C2,product_color,0.4736398450213266,Production / capacity x 6
capacity,Rule-based,22,D_IC1,downstream,3,C3,product_color,0.517692493591203,Production / capacity x 6
capacity,Rule-based,22,D_IC1,downstream,4,C4,product_color,0.5606326098118855,Production / capacity x 6
capacity,Rule-based,22,D_IC1,downstream,5,C5,product_color,0.6055305544053642,Production / capacity x 6
capacity,Rule-based,23,D_IC2,downstream,0,C0,product_color,0.4855353928725912,Production / capacity x 6
capacity,Rule-based,23,D_IC2,downstream,1,C1,product_color,0.5363539150166705,Production / capacity x 6
capacity,Rule-based,23,D_IC2,downstream,2,C2,product_color,0.590158814361384,Production / capacity x 6
capacity,Rule-based,23,D_IC2,downstream,3,C3,product_color,0.6400615891504842,Production / capacity x 6
capacity,Rule-based,23,D_IC2,downstream,4,C4,product_color,0.6911960097843882,Production / capacity x 6
capacity,Rule-based,23,D_IC2,downstream,5,C5,product_color,0.7491606977409173,Production / capacity x 6
logistics_flow,CSPPO,0,U_FQ,upstream,4,M_TJ,midstream,80.41327948875738,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,5,M_SH,midstream,94.77527396034397,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,6,M_WS,midstream,94.77527396034397,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,7,M_HB,midstream,94.77527396034397,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,8,M_GZ,midstream,78.42437177063708,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,9,M_FQ,midstream,94.77527396034397,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,10,M_ZZ,midstream,94.77527396034397,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,11,M_SY,midstream,94.77527396034397,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,12,M_SZ,midstream,77.10056685605238,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,13,M_CC,midstream,94.77527396034397,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,14,M_CQ,midstream,94.77527396034397,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,15,D_OEM1,downstream,,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,16,D_OEM2,downstream,,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,17,D_OEM3,downstream,,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,18,D_OEM4,downstream,,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,19,D_RS1,downstream,,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,20,D_RS2,downstream,,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,21,D_RS3,downstream,,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,22,D_IC1,downstream,,Mean logistics flow
logistics_flow,CSPPO,0,U_FQ,upstream,23,D_IC2,downstream,,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,4,M_TJ,midstream,79.81421142495921,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,5,M_SH,midstream,93.25097354265098,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,6,M_WS,midstream,93.25097354265098,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,7,M_HB,midstream,93.25097354265098,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,8,M_GZ,midstream,73.31582658977362,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,9,M_FQ,midstream,93.25097354265098,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,10,M_ZZ,midstream,93.25097354265098,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,11,M_SY,midstream,93.25097354265098,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,12,M_SZ,midstream,78.00428569205246,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,13,M_CC,midstream,93.25097354265098,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,14,M_CQ,midstream,93.25097354265098,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,15,D_OEM1,downstream,,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,16,D_OEM2,downstream,,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,17,D_OEM3,downstream,,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,18,D_OEM4,downstream,,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,19,D_RS1,downstream,,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,20,D_RS2,downstream,,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,21,D_RS3,downstream,,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,22,D_IC1,downstream,,Mean logistics flow
logistics_flow,CSPPO,1,U_BX,upstream,23,D_IC2,downstream,,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,4,M_TJ,midstream,78.42854580634148,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,5,M_SH,midstream,92.79054027792806,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,6,M_WS,midstream,92.79054027792806,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,7,M_HB,midstream,92.79054027792806,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,8,M_GZ,midstream,76.55641391877069,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,9,M_FQ,midstream,92.79054027792806,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,10,M_ZZ,midstream,92.79054027792806,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,11,M_SY,midstream,92.79054027792806,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,12,M_SZ,midstream,75.11553200868073,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,13,M_CC,midstream,92.79054027792806,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,14,M_CQ,midstream,92.79054027792806,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,15,D_OEM1,downstream,,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,16,D_OEM2,downstream,,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,17,D_OEM3,downstream,,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,18,D_OEM4,downstream,,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,19,D_RS1,downstream,,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,20,D_RS2,downstream,,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,21,D_RS3,downstream,,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,22,D_IC1,downstream,,Mean logistics flow
logistics_flow,CSPPO,2,U_TL,upstream,23,D_IC2,downstream,,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,4,M_TJ,midstream,72.71587130915444,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,5,M_SH,midstream,87.07706994894356,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,6,M_WS,midstream,87.07706994894356,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,7,M_HB,midstream,87.07706994894356,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,8,M_GZ,midstream,73.21283924539063,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,9,M_FQ,midstream,87.07706994894356,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,10,M_ZZ,midstream,87.07706994894356,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,11,M_SY,midstream,87.07706994894356,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,12,M_SZ,midstream,70.87595604652964,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,13,M_CC,midstream,87.07706994894356,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,14,M_CQ,midstream,87.07706994894356,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,15,D_OEM1,downstream,,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,16,D_OEM2,downstream,,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,17,D_OEM3,downstream,,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,18,D_OEM4,downstream,,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,19,D_RS1,downstream,,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,20,D_RS2,downstream,,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,21,D_RS3,downstream,,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,22,D_IC1,downstream,,Mean logistics flow
logistics_flow,CSPPO,3,U_WS,upstream,23,D_IC2,downstream,,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,4,M_TJ,midstream,,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,5,M_SH,midstream,,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,6,M_WS,midstream,,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,7,M_HB,midstream,,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,8,M_GZ,midstream,,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,9,M_FQ,midstream,,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,10,M_ZZ,midstream,,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,11,M_SY,midstream,,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,12,M_SZ,midstream,,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,13,M_CC,midstream,,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,14,M_CQ,midstream,,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,15,D_OEM1,downstream,25.30676728940266,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,16,D_OEM2,downstream,33.105366694941374,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,17,D_OEM3,downstream,33.105366694941374,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,18,D_OEM4,downstream,33.105366694941374,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,19,D_RS1,downstream,33.105366694941374,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,20,D_RS2,downstream,25.30676728940266,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,21,D_RS3,downstream,33.105366694941374,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,22,D_IC1,downstream,33.105366694941374,Mean logistics flow
logistics_flow,CSPPO,4,M_TJ,midstream,23,D_IC2,downstream,33.105366694941374,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,4,M_TJ,midstream,,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,5,M_SH,midstream,,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,6,M_WS,midstream,,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,7,M_HB,midstream,,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,8,M_GZ,midstream,,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,9,M_FQ,midstream,,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,10,M_ZZ,midstream,,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,11,M_SY,midstream,,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,12,M_SZ,midstream,,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,13,M_CC,midstream,,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,14,M_CQ,midstream,,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,15,D_OEM1,downstream,33.63092611404423,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,16,D_OEM2,downstream,42.06274349193194,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,17,D_OEM3,downstream,42.06274349193194,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,18,D_OEM4,downstream,42.06274349193194,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,19,D_RS1,downstream,42.06274349193194,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,20,D_RS2,downstream,33.63092611404423,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,21,D_RS3,downstream,42.06274349193194,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,22,D_IC1,downstream,42.06274349193194,Mean logistics flow
logistics_flow,CSPPO,5,M_SH,midstream,23,D_IC2,downstream,42.06274349193194,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,4,M_TJ,midstream,,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,5,M_SH,midstream,,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,6,M_WS,midstream,,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,7,M_HB,midstream,,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,8,M_GZ,midstream,,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,9,M_FQ,midstream,,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,10,M_ZZ,midstream,,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,11,M_SY,midstream,,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,12,M_SZ,midstream,,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,13,M_CC,midstream,,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,14,M_CQ,midstream,,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,15,D_OEM1,downstream,33.63092611404423,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,16,D_OEM2,downstream,42.06274349193194,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,17,D_OEM3,downstream,42.06274349193194,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,18,D_OEM4,downstream,42.06274349193194,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,19,D_RS1,downstream,42.06274349193194,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,20,D_RS2,downstream,33.63092611404423,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,21,D_RS3,downstream,42.06274349193194,Mean logistics flow
logistics_flow,CSPPO,6,M_WS,midstream,22,D_IC1,downstream,42.06274349193194,Mean logistics flow
